,_id,Country code,country,country_code,year_week,source,new_cases,number_sequenced,valid_denominator,variant,number_detections_variant,number_sequenced_known_variant,percent_variant,percent_cases_sequenced
5595,626938c276e83156d9c65d94,,Estonia,EE,2020-23,GISAID,71,0,Yes,B.1.1.529,0,0,,0
5596,626938c276e83156d9c65d95,,Estonia,EE,2020-23,GISAID,71,0,Yes,B.1.617.2,0,0,,0
5597,626938c276e83156d9c65d96,,Estonia,EE,2020-23,GISAID,71,0,Yes,Other,0,0,,0
5598,626938c276e83156d9c65d97,,Estonia,EE,2020-23,GISAID,71,0,Yes,UNK,0,,,0
5599,626938c276e83156d9c65d98,,Estonia,EE,2020-23,GISAID,71,0,Yes,XD,0,0,,0
5600,626938c276e83156d9c65d99,,Estonia,EE,2020-24,GISAID,35,0,Yes,B.1.1.529,0,0,,0
5601,626938c276e83156d9c65d9a,,Estonia,EE,2020-24,GISAID,35,0,Yes,B.1.617.2,0,0,,0
5602,626938c276e83156d9c65d9b,,Estonia,EE,2020-24,GISAID,35,0,Yes,Other,0,0,,0
5603,626938c276e83156d9c65d9c,,Estonia,EE,2020-24,GISAID,35,0,Yes,UNK,0,,,0
5604,626938c276e83156d9c65d9d,,Estonia,EE,2020-24,GISAID,35,0,Yes,XD,0,0,,0
5605,626938c276e83156d9c65d9e,,Estonia,EE,2020-25,GISAID,8,0,Yes,B.1.1.529,0,0,,0
5606,626938c276e83156d9c65d9f,,Estonia,EE,2020-25,GISAID,8,0,Yes,B.1.617.2,0,0,,0
5607,626938c276e83156d9c65da0,,Estonia,EE,2020-25,GISAID,8,0,Yes,Other,0,0,,0
5608,626938c276e83156d9c65da1,,Estonia,EE,2020-25,GISAID,8,0,Yes,UNK,0,,,0
5609,626938c276e83156d9c65da2,,Estonia,EE,2020-25,GISAID,8,0,Yes,XD,0,0,,0
5610,626938c276e83156d9c65da3,,Estonia,EE,2020-26,GISAID,6,0,Yes,B.1.1.529,0,0,,0
5611,626938c276e83156d9c65da4,,Estonia,EE,2020-26,GISAID,6,0,Yes,B.1.617.2,0,0,,0
5612,626938c276e83156d9c65da5,,Estonia,EE,2020-26,GISAID,6,0,Yes,Other,0,0,,0
5613,626938c276e83156d9c65da6,,Estonia,EE,2020-26,GISAID,6,0,Yes,UNK,0,,,0
5614,626938c276e83156d9c65da7,,Estonia,EE,2020-26,GISAID,6,0,Yes,XD,0,0,,0
5615,626938c276e83156d9c65da8,,Estonia,EE,2020-27,GISAID,6,0,Yes,B.1.1.529,0,0,,0
5616,626938c276e83156d9c65da9,,Estonia,EE,2020-27,GISAID,6,0,Yes,B.1.617.2,0,0,,0
5617,626938c276e83156d9c65daa,,Estonia,EE,2020-27,GISAID,6,0,Yes,Other,0,0,,0
5618,626938c276e83156d9c65dab,,Estonia,EE,2020-27,GISAID,6,0,Yes,UNK,0,,,0
5619,626938c276e83156d9c65dac,,Estonia,EE,2020-27,GISAID,6,0,Yes,XD,0,0,,0
5620,626938c276e83156d9c65dad,,Estonia,EE,2020-28,GISAID,21,0,Yes,B.1.1.529,0,0,,0
5621,626938c276e83156d9c65dae,,Estonia,EE,2020-28,GISAID,21,0,Yes,B.1.617.2,0,0,,0
5622,626938c276e83156d9c65daf,,Estonia,EE,2020-28,GISAID,21,0,Yes,Other,0,0,,0
5623,626938c276e83156d9c65db0,,Estonia,EE,2020-28,GISAID,21,0,Yes,UNK,0,,,0
5624,626938c276e83156d9c65db1,,Estonia,EE,2020-28,GISAID,21,0,Yes,XD,0,0,,0
5625,626938c276e83156d9c65db2,,Estonia,EE,2020-29,GISAID,4,0,Yes,B.1.1.529,0,0,,0
5626,626938c276e83156d9c65db3,,Estonia,EE,2020-29,GISAID,4,0,Yes,B.1.617.2,0,0,,0
5627,626938c276e83156d9c65db4,,Estonia,EE,2020-29,GISAID,4,0,Yes,Other,0,0,,0
5628,626938c276e83156d9c65db5,,Estonia,EE,2020-29,GISAID,4,0,Yes,UNK,0,,,0
5629,626938c276e83156d9c65db6,,Estonia,EE,2020-29,GISAID,4,0,Yes,XD,0,0,,0
5630,626938c276e83156d9c65db7,,Estonia,EE,2020-30,GISAID,11,0,Yes,B.1.1.529,0,0,,0
5631,626938c276e83156d9c65db8,,Estonia,EE,2020-30,GISAID,11,0,Yes,B.1.617.2,0,0,,0
5632,626938c276e83156d9c65db9,,Estonia,EE,2020-30,GISAID,11,0,Yes,Other,0,0,,0
5633,626938c276e83156d9c65dba,,Estonia,EE,2020-30,GISAID,11,0,Yes,UNK,0,,,0
5634,626938c276e83156d9c65dbb,,Estonia,EE,2020-30,GISAID,11,0,Yes,XD,0,0,,0
5635,626938c276e83156d9c65dbc,,Estonia,EE,2020-31,GISAID,45,0,Yes,B.1.1.529,0,0,,0
5636,626938c276e83156d9c65dbd,,Estonia,EE,2020-31,GISAID,45,0,Yes,B.1.617.2,0,0,,0
5637,626938c276e83156d9c65dbe,,Estonia,EE,2020-31,GISAID,45,0,Yes,Other,0,0,,0
5638,626938c276e83156d9c65dbf,,Estonia,EE,2020-31,GISAID,45,0,Yes,UNK,0,,,0
5639,626938c276e83156d9c65dc0,,Estonia,EE,2020-31,GISAID,45,0,Yes,XD,0,0,,0
5640,626938c276e83156d9c65dc1,,Estonia,EE,2020-32,GISAID,74,0,Yes,B.1.1.529,0,0,,0
5641,626938c276e83156d9c65dc2,,Estonia,EE,2020-32,GISAID,74,0,Yes,B.1.617.2,0,0,,0
5642,626938c276e83156d9c65dc3,,Estonia,EE,2020-32,GISAID,74,0,Yes,Other,0,0,,0
5643,626938c276e83156d9c65dc4,,Estonia,EE,2020-32,GISAID,74,0,Yes,UNK,0,,,0
5644,626938c276e83156d9c65dc5,,Estonia,EE,2020-32,GISAID,74,0,Yes,XD,0,0,,0
5645,626938c276e83156d9c65dc6,,Estonia,EE,2020-33,GISAID,35,0,Yes,B.1.1.529,0,0,,0
5646,626938c276e83156d9c65dc7,,Estonia,EE,2020-33,GISAID,35,0,Yes,B.1.617.2,0,0,,0
5647,626938c276e83156d9c65dc8,,Estonia,EE,2020-33,GISAID,35,0,Yes,Other,0,0,,0
5648,626938c276e83156d9c65dc9,,Estonia,EE,2020-33,GISAID,35,0,Yes,UNK,0,,,0
5649,626938c276e83156d9c65dca,,Estonia,EE,2020-33,GISAID,35,0,Yes,XD,0,0,,0
5650,626938c276e83156d9c65dcb,,Estonia,EE,2020-34,GISAID,88,0,Yes,B.1.1.529,0,0,,0
5651,626938c276e83156d9c65dcc,,Estonia,EE,2020-34,GISAID,88,0,Yes,B.1.617.2,0,0,,0
5652,626938c276e83156d9c65dcd,,Estonia,EE,2020-34,GISAID,88,0,Yes,Other,0,0,,0
5653,626938c276e83156d9c65dce,,Estonia,EE,2020-34,GISAID,88,0,Yes,UNK,0,,,0
5654,626938c276e83156d9c65dcf,,Estonia,EE,2020-34,GISAID,88,0,Yes,XD,0,0,,0
5655,626938c276e83156d9c65dd0,,Estonia,EE,2020-35,GISAID,100,0,Yes,B.1.1.529,0,0,,0
5656,626938c276e83156d9c65dd1,,Estonia,EE,2020-35,GISAID,100,0,Yes,B.1.617.2,0,0,,0
5657,626938c276e83156d9c65dd2,,Estonia,EE,2020-35,GISAID,100,0,Yes,Other,0,0,,0
5658,626938c276e83156d9c65dd3,,Estonia,EE,2020-35,GISAID,100,0,Yes,UNK,0,,,0
5659,626938c276e83156d9c65dd4,,Estonia,EE,2020-35,GISAID,100,0,Yes,XD,0,0,,0
5660,626938c276e83156d9c65dd5,,Estonia,EE,2020-36,GISAID,157,0,Yes,B.1.1.529,0,0,,0
5661,626938c276e83156d9c65dd6,,Estonia,EE,2020-36,GISAID,157,0,Yes,B.1.617.2,0,0,,0
5662,626938c276e83156d9c65dd7,,Estonia,EE,2020-36,GISAID,157,0,Yes,Other,0,0,,0
5663,626938c276e83156d9c65dd8,,Estonia,EE,2020-36,GISAID,157,0,Yes,UNK,0,,,0
5664,626938c276e83156d9c65dd9,,Estonia,EE,2020-36,GISAID,157,0,Yes,XD,0,0,,0
5665,626938c276e83156d9c65dda,,Estonia,EE,2020-37,GISAID,160,9,Yes,B.1.1.529,0,9,0,5.6
5666,626938c276e83156d9c65ddb,,Estonia,EE,2020-37,GISAID,160,9,Yes,B.1.617.2,0,9,0,5.6
5667,626938c276e83156d9c65ddc,,Estonia,EE,2020-37,GISAID,160,9,Yes,Other,9,9,100,5.6
5668,626938c276e83156d9c65ddd,,Estonia,EE,2020-37,GISAID,160,9,Yes,UNK,0,,,5.6
5669,626938c276e83156d9c65dde,,Estonia,EE,2020-37,GISAID,160,9,Yes,XD,0,9,0,5.6
5670,626938c276e83156d9c65ddf,,Estonia,EE,2020-38,GISAID,244,53,Yes,B.1.1.529,0,53,0,21.7
5671,626938c276e83156d9c65de0,,Estonia,EE,2020-38,GISAID,244,53,Yes,B.1.617.2,0,53,0,21.7
5672,626938c276e83156d9c65de1,,Estonia,EE,2020-38,GISAID,244,53,Yes,Other,53,53,100,21.7
5673,626938c276e83156d9c65de2,,Estonia,EE,2020-38,GISAID,244,53,Yes,UNK,0,,,21.7
5674,626938c276e83156d9c65de3,,Estonia,EE,2020-38,GISAID,244,53,Yes,XD,0,53,0,21.7
5675,626938c276e83156d9c65de4,,Estonia,EE,2020-39,GISAID,337,67,Yes,B.1.1.529,0,67,0,19.9
5676,626938c276e83156d9c65de5,,Estonia,EE,2020-39,GISAID,337,67,Yes,B.1.617.2,0,67,0,19.9
5677,626938c276e83156d9c65de6,,Estonia,EE,2020-39,GISAID,337,67,Yes,Other,67,67,100,19.9
5678,626938c276e83156d9c65de7,,Estonia,EE,2020-39,GISAID,337,67,Yes,UNK,0,,,19.9
5679,626938c276e83156d9c65de8,,Estonia,EE,2020-39,GISAID,337,67,Yes,XD,0,67,0,19.9
5680,626938c276e83156d9c65de9,,Estonia,EE,2020-40,GISAID,344,33,Yes,B.1.1.529,0,32,0,9.6
5681,626938c276e83156d9c65dea,,Estonia,EE,2020-40,GISAID,344,33,Yes,B.1.617.2,0,32,0,9.6
5682,626938c276e83156d9c65deb,,Estonia,EE,2020-40,GISAID,344,33,Yes,Other,32,32,100,9.6
5683,626938c276e83156d9c65dec,,Estonia,EE,2020-40,GISAID,344,33,Yes,UNK,0,,,9.6
5684,626938c276e83156d9c65ded,,Estonia,EE,2020-40,GISAID,344,33,Yes,XD,0,32,0,9.6
5685,626938c276e83156d9c65dee,,Estonia,EE,2020-41,GISAID,255,22,Yes,B.1.1.529,0,21,0,8.6
5686,626938c276e83156d9c65def,,Estonia,EE,2020-41,GISAID,255,22,Yes,B.1.617.2,0,21,0,8.6
5687,626938c276e83156d9c65df0,,Estonia,EE,2020-41,GISAID,255,22,Yes,Other,21,21,100,8.6
5688,626938c276e83156d9c65df1,,Estonia,EE,2020-41,GISAID,255,22,Yes,UNK,0,,,8.6
5689,626938c276e83156d9c65df2,,Estonia,EE,2020-41,GISAID,255,22,Yes,XD,0,21,0,8.6
5690,626938c276e83156d9c65df3,,Estonia,EE,2020-42,GISAID,211,12,Yes,B.1.1.529,0,12,0,5.7
5691,626938c276e83156d9c65df4,,Estonia,EE,2020-42,GISAID,211,12,Yes,B.1.617.2,0,12,0,5.7
5692,626938c276e83156d9c65df5,,Estonia,EE,2020-42,GISAID,211,12,Yes,Other,12,12,100,5.7
5693,626938c276e83156d9c65df6,,Estonia,EE,2020-42,GISAID,211,12,Yes,UNK,0,,,5.7
5694,626938c276e83156d9c65df7,,Estonia,EE,2020-42,GISAID,211,12,Yes,XD,0,12,0,5.7
5695,626938c276e83156d9c65df8,,Estonia,EE,2020-43,GISAID,343,9,Yes,B.1.1.529,0,9,0,2.6
5696,626938c276e83156d9c65df9,,Estonia,EE,2020-43,GISAID,343,9,Yes,B.1.617.2,0,9,0,2.6
5697,626938c276e83156d9c65dfa,,Estonia,EE,2020-43,GISAID,343,9,Yes,Other,9,9,100,2.6
5698,626938c276e83156d9c65dfb,,Estonia,EE,2020-43,GISAID,343,9,Yes,UNK,0,,,2.6
5699,626938c276e83156d9c65dfc,,Estonia,EE,2020-43,GISAID,343,9,Yes,XD,0,9,0,2.6
5700,626938c276e83156d9c65dfd,,Estonia,EE,2020-44,GISAID,614,37,Yes,B.1.1.529,0,37,0,6
5701,626938c276e83156d9c65dfe,,Estonia,EE,2020-44,GISAID,614,37,Yes,B.1.617.2,0,37,0,6
5702,626938c276e83156d9c65dff,,Estonia,EE,2020-44,GISAID,614,37,Yes,Other,37,37,100,6
5703,626938c276e83156d9c65e00,,Estonia,EE,2020-44,GISAID,614,37,Yes,UNK,0,,,6
5704,626938c276e83156d9c65e01,,Estonia,EE,2020-44,GISAID,614,37,Yes,XD,0,37,0,6
5705,626938c276e83156d9c65e02,,Estonia,EE,2020-45,GISAID,1202,16,Yes,B.1.1.529,0,16,0,1.3
5706,626938c276e83156d9c65e03,,Estonia,EE,2020-45,GISAID,1202,16,Yes,B.1.617.2,0,16,0,1.3
5707,626938c276e83156d9c65e04,,Estonia,EE,2020-45,GISAID,1202,16,Yes,Other,16,16,100,1.3
5708,626938c276e83156d9c65e05,,Estonia,EE,2020-45,GISAID,1202,16,Yes,UNK,0,,,1.3
5709,626938c276e83156d9c65e06,,Estonia,EE,2020-45,GISAID,1202,16,Yes,XD,0,16,0,1.3
5710,626938c276e83156d9c65e07,,Estonia,EE,2020-46,GISAID,1591,13,Yes,B.1.1.529,0,13,0,0.8
5711,626938c276e83156d9c65e08,,Estonia,EE,2020-46,GISAID,1591,13,Yes,B.1.617.2,0,13,0,0.8
5712,626938c276e83156d9c65e09,,Estonia,EE,2020-46,GISAID,1591,13,Yes,Other,13,13,100,0.8
5713,626938c276e83156d9c65e0a,,Estonia,EE,2020-46,GISAID,1591,13,Yes,UNK,0,,,0.8
5714,626938c276e83156d9c65e0b,,Estonia,EE,2020-46,GISAID,1591,13,Yes,XD,0,13,0,0.8
5715,626938c276e83156d9c65e0c,,Estonia,EE,2020-47,GISAID,2104,5,Yes,B.1.1.529,0,5,0,0.2
5716,626938c276e83156d9c65e0d,,Estonia,EE,2020-47,GISAID,2104,5,Yes,B.1.617.2,0,5,0,0.2
5717,626938c276e83156d9c65e0e,,Estonia,EE,2020-47,GISAID,2104,5,Yes,Other,5,5,100,0.2
5718,626938c276e83156d9c65e0f,,Estonia,EE,2020-47,GISAID,2104,5,Yes,UNK,0,,,0.2
5719,626938c276e83156d9c65e10,,Estonia,EE,2020-47,GISAID,2104,5,Yes,XD,0,5,0,0.2
5720,626938c276e83156d9c65e11,,Estonia,EE,2020-48,GISAID,2350,0,Yes,B.1.1.529,0,0,,0
5721,626938c276e83156d9c65e12,,Estonia,EE,2020-48,GISAID,2350,0,Yes,B.1.617.2,0,0,,0
5722,626938c276e83156d9c65e13,,Estonia,EE,2020-48,GISAID,2350,0,Yes,Other,0,0,,0
5723,626938c276e83156d9c65e14,,Estonia,EE,2020-48,GISAID,2350,0,Yes,UNK,0,,,0
5724,626938c276e83156d9c65e15,,Estonia,EE,2020-48,GISAID,2350,0,Yes,XD,0,0,,0
5725,626938c276e83156d9c65e16,,Estonia,EE,2020-49,GISAID,2921,0,Yes,B.1.1.529,0,0,,0
5726,626938c276e83156d9c65e17,,Estonia,EE,2020-49,GISAID,2921,0,Yes,B.1.617.2,0,0,,0
5727,626938c276e83156d9c65e18,,Estonia,EE,2020-49,GISAID,2921,0,Yes,Other,0,0,,0
5728,626938c276e83156d9c65e19,,Estonia,EE,2020-49,GISAID,2921,0,Yes,UNK,0,,,0
5729,626938c276e83156d9c65e1a,,Estonia,EE,2020-49,GISAID,2921,0,Yes,XD,0,0,,0
5730,626938c276e83156d9c65e1b,,Estonia,EE,2020-50,GISAID,3156,1,Yes,B.1.1.529,0,1,0,0
5731,626938c276e83156d9c65e1c,,Estonia,EE,2020-50,GISAID,3156,1,Yes,B.1.617.2,0,1,0,0
5732,626938c276e83156d9c65e1d,,Estonia,EE,2020-50,GISAID,3156,1,Yes,Other,1,1,100,0
5733,626938c276e83156d9c65e1e,,Estonia,EE,2020-50,GISAID,3156,1,Yes,UNK,0,,,0
5734,626938c276e83156d9c65e1f,,Estonia,EE,2020-50,GISAID,3156,1,Yes,XD,0,1,0,0
5735,626938c276e83156d9c65e20,,Estonia,EE,2020-51,GISAID,3696,1,Yes,B.1.1.529,0,1,0,0
5736,626938c276e83156d9c65e21,,Estonia,EE,2020-51,GISAID,3696,1,Yes,B.1.617.2,0,1,0,0
5737,626938c276e83156d9c65e22,,Estonia,EE,2020-51,GISAID,3696,1,Yes,Other,1,1,100,0
5738,626938c276e83156d9c65e23,,Estonia,EE,2020-51,GISAID,3696,1,Yes,UNK,0,,,0
5739,626938c276e83156d9c65e24,,Estonia,EE,2020-51,GISAID,3696,1,Yes,XD,0,1,0,0
5740,626938c276e83156d9c65e25,,Estonia,EE,2020-52,GISAID,3730,9,Yes,B.1.1.529,0,9,0,0.2
5741,626938c276e83156d9c65e26,,Estonia,EE,2020-52,GISAID,3730,9,Yes,B.1.617.2,0,9,0,0.2
5742,626938c276e83156d9c65e27,,Estonia,EE,2020-52,GISAID,3730,9,Yes,Other,9,9,100,0.2
5743,626938c276e83156d9c65e28,,Estonia,EE,2020-52,GISAID,3730,9,Yes,UNK,0,,,0.2
5744,626938c276e83156d9c65e29,,Estonia,EE,2020-52,GISAID,3730,9,Yes,XD,0,9,0,0.2
5745,626938c276e83156d9c65e2a,,Estonia,EE,2020-53,GISAID,3709,37,Yes,B.1.1.529,0,37,0,1
5746,626938c276e83156d9c65e2b,,Estonia,EE,2020-53,GISAID,3709,37,Yes,B.1.617.2,0,37,0,1
5747,626938c276e83156d9c65e2c,,Estonia,EE,2020-53,GISAID,3709,37,Yes,Other,37,37,100,1
5748,626938c276e83156d9c65e2d,,Estonia,EE,2020-53,GISAID,3709,37,Yes,UNK,0,,,1
5749,626938c276e83156d9c65e2e,,Estonia,EE,2020-53,GISAID,3709,37,Yes,XD,0,37,0,1
5750,626938c276e83156d9c65e2f,,Estonia,EE,2021-01,GISAID,4276,5,Yes,B.1.1.529,0,5,0,0.1
5751,626938c276e83156d9c65e30,,Estonia,EE,2021-01,GISAID,4276,5,Yes,B.1.617.2,0,5,0,0.1
5752,626938c276e83156d9c65e31,,Estonia,EE,2021-01,GISAID,4276,5,Yes,Other,5,5,100,0.1
5753,626938c276e83156d9c65e32,,Estonia,EE,2021-01,GISAID,4276,5,Yes,UNK,0,,,0.1
5754,626938c276e83156d9c65e33,,Estonia,EE,2021-01,GISAID,4276,5,Yes,XD,0,5,0,0.1
5755,626938c276e83156d9c65e34,,Estonia,EE,2021-02,GISAID,3543,1,Yes,B.1.1.529,0,1,0,0
5756,626938c276e83156d9c65e35,,Estonia,EE,2021-02,GISAID,3543,1,Yes,B.1.617.2,0,1,0,0
5757,626938c276e83156d9c65e36,,Estonia,EE,2021-02,GISAID,3543,1,Yes,Other,1,1,100,0
5758,626938c276e83156d9c65e37,,Estonia,EE,2021-02,GISAID,3543,1,Yes,UNK,0,,,0
5759,626938c276e83156d9c65e38,,Estonia,EE,2021-02,GISAID,3543,1,Yes,XD,0,1,0,0
5760,626938c276e83156d9c65e39,,Estonia,EE,2021-03,GISAID,3631,9,Yes,B.1.1.529,0,9,0,0.2
5761,626938c276e83156d9c65e3a,,Estonia,EE,2021-03,GISAID,3631,9,Yes,B.1.617.2,0,9,0,0.2
5762,626938c276e83156d9c65e3b,,Estonia,EE,2021-03,GISAID,3631,9,Yes,Other,9,9,100,0.2
5763,626938c276e83156d9c65e3c,,Estonia,EE,2021-03,GISAID,3631,9,Yes,UNK,0,,,0.2
5764,626938c276e83156d9c65e3d,,Estonia,EE,2021-03,GISAID,3631,9,Yes,XD,0,9,0,0.2
5765,626938c276e83156d9c65e3e,,Estonia,EE,2021-04,GISAID,3604,31,Yes,B.1.1.529,0,31,0,0.9
5766,626938c276e83156d9c65e3f,,Estonia,EE,2021-04,GISAID,3604,31,Yes,B.1.617.2,0,31,0,0.9
5767,626938c276e83156d9c65e40,,Estonia,EE,2021-04,GISAID,3604,31,Yes,Other,31,31,100,0.9
5768,626938c276e83156d9c65e41,,Estonia,EE,2021-04,GISAID,3604,31,Yes,UNK,0,,,0.9
5769,626938c276e83156d9c65e42,,Estonia,EE,2021-04,GISAID,3604,31,Yes,XD,0,31,0,0.9
5770,626938c276e83156d9c65e43,,Estonia,EE,2021-05,GISAID,3762,16,Yes,B.1.1.529,0,16,0,0.4
5771,626938c276e83156d9c65e44,,Estonia,EE,2021-05,GISAID,3762,16,Yes,B.1.617.2,0,16,0,0.4
5772,626938c276e83156d9c65e45,,Estonia,EE,2021-05,GISAID,3762,16,Yes,Other,16,16,100,0.4
5773,626938c276e83156d9c65e46,,Estonia,EE,2021-05,GISAID,3762,16,Yes,UNK,0,,,0.4
5774,626938c276e83156d9c65e47,,Estonia,EE,2021-05,GISAID,3762,16,Yes,XD,0,16,0,0.4
5775,626938c276e83156d9c65e48,,Estonia,EE,2021-06,GISAID,4561,148,Yes,B.1.1.529,0,148,0,3.2
5776,626938c276e83156d9c65e49,,Estonia,EE,2021-06,GISAID,4561,148,Yes,B.1.617.2,0,148,0,3.2
5777,626938c276e83156d9c65e4a,,Estonia,EE,2021-06,GISAID,4561,148,Yes,Other,148,148,100,3.2
5778,626938c276e83156d9c65e4b,,Estonia,EE,2021-06,GISAID,4561,148,Yes,UNK,0,,,3.2
5779,626938c276e83156d9c65e4c,,Estonia,EE,2021-06,GISAID,4561,148,Yes,XD,0,148,0,3.2
5780,626938c276e83156d9c65e4d,,Estonia,EE,2021-07,GISAID,5572,416,Yes,B.1.1.529,0,416,0,7.5
5781,626938c276e83156d9c65e4e,,Estonia,EE,2021-07,GISAID,5572,416,Yes,B.1.617.2,0,416,0,7.5
5782,626938c276e83156d9c65e4f,,Estonia,EE,2021-07,GISAID,5572,416,Yes,Other,416,416,100,7.5
5783,626938c276e83156d9c65e50,,Estonia,EE,2021-07,GISAID,5572,416,Yes,UNK,0,,,7.5
5784,626938c276e83156d9c65e51,,Estonia,EE,2021-07,GISAID,5572,416,Yes,XD,0,416,0,7.5
5785,626938c276e83156d9c65e52,,Estonia,EE,2021-08,GISAID,8183,26,Yes,B.1.1.529,0,26,0,0.3
5786,626938c276e83156d9c65e53,,Estonia,EE,2021-08,GISAID,8183,26,Yes,B.1.617.2,0,26,0,0.3
5787,626938c276e83156d9c65e54,,Estonia,EE,2021-08,GISAID,8183,26,Yes,Other,26,26,100,0.3
5788,626938c276e83156d9c65e55,,Estonia,EE,2021-08,GISAID,8183,26,Yes,UNK,0,,,0.3
5789,626938c276e83156d9c65e56,,Estonia,EE,2021-08,GISAID,8183,26,Yes,XD,0,26,0,0.3
5790,626938c276e83156d9c65e57,,Estonia,EE,2021-09,GISAID,9570,137,Yes,B.1.1.529,0,137,0,1.4
5791,626938c276e83156d9c65e58,,Estonia,EE,2021-09,GISAID,9570,137,Yes,B.1.617.2,0,137,0,1.4
5792,626938c276e83156d9c65e59,,Estonia,EE,2021-09,GISAID,9570,137,Yes,Other,137,137,100,1.4
5793,626938c276e83156d9c65e5a,,Estonia,EE,2021-09,GISAID,9570,137,Yes,UNK,0,,,1.4
5794,626938c276e83156d9c65e5b,,Estonia,EE,2021-09,GISAID,9570,137,Yes,XD,0,137,0,1.4
5795,626938c276e83156d9c65e5c,,Estonia,EE,2021-10,GISAID,9905,515,Yes,B.1.1.529,0,510,0,5.2
5796,626938c276e83156d9c65e5d,,Estonia,EE,2021-10,GISAID,9905,515,Yes,B.1.617.2,0,510,0,5.2
5797,626938c276e83156d9c65e5e,,Estonia,EE,2021-10,GISAID,9905,515,Yes,Other,510,510,100,5.2
5798,626938c276e83156d9c65e5f,,Estonia,EE,2021-10,GISAID,9905,515,Yes,UNK,0,,,5.2
5799,626938c276e83156d9c65e60,,Estonia,EE,2021-10,GISAID,9905,515,Yes,XD,0,510,0,5.2
5800,626938c276e83156d9c65e61,,Estonia,EE,2021-11,GISAID,10309,503,Yes,B.1.1.529,0,497,0,4.9
5801,626938c276e83156d9c65e62,,Estonia,EE,2021-11,GISAID,10309,503,Yes,B.1.617.2,0,497,0,4.9
5802,626938c276e83156d9c65e63,,Estonia,EE,2021-11,GISAID,10309,503,Yes,Other,497,497,100,4.9
5803,626938c276e83156d9c65e64,,Estonia,EE,2021-11,GISAID,10309,503,Yes,UNK,0,,,4.9
5804,626938c276e83156d9c65e65,,Estonia,EE,2021-11,GISAID,10309,503,Yes,XD,0,497,0,4.9
5805,626938c276e83156d9c65e66,,Estonia,EE,2021-12,GISAID,7822,523,Yes,B.1.1.529,0,519,0,6.7
5806,626938c276e83156d9c65e67,,Estonia,EE,2021-12,GISAID,7822,523,Yes,B.1.617.2,0,519,0,6.7
5807,626938c276e83156d9c65e68,,Estonia,EE,2021-12,GISAID,7822,523,Yes,Other,519,519,100,6.7
5808,626938c276e83156d9c65e69,,Estonia,EE,2021-12,GISAID,7822,523,Yes,UNK,0,,,6.7
5809,626938c276e83156d9c65e6a,,Estonia,EE,2021-12,GISAID,7822,523,Yes,XD,0,519,0,6.7
5810,626938c276e83156d9c65e6b,,Estonia,EE,2021-13,GISAID,423,598,Yes,B.1.1.529,0,593,0,100
5811,626938c276e83156d9c65e6c,,Estonia,EE,2021-13,GISAID,423,598,Yes,B.1.617.2,0,593,0,100
5812,626938c276e83156d9c65e6d,,Estonia,EE,2021-13,GISAID,423,598,Yes,Other,593,593,100,100
5813,626938c276e83156d9c65e6e,,Estonia,EE,2021-13,GISAID,423,598,Yes,UNK,0,,,100
5814,626938c276e83156d9c65e6f,,Estonia,EE,2021-13,GISAID,423,598,Yes,XD,0,593,0,100
5815,626938c276e83156d9c65e70,,Estonia,EE,2021-14,GISAID,4663,195,Yes,B.1.1.529,0,195,0,4.2
5816,626938c276e83156d9c65e71,,Estonia,EE,2021-14,GISAID,4663,195,Yes,B.1.617.2,0,195,0,4.2
5817,626938c276e83156d9c65e72,,Estonia,EE,2021-14,GISAID,4663,195,Yes,Other,195,195,100,4.2
5818,626938c276e83156d9c65e73,,Estonia,EE,2021-14,GISAID,4663,195,Yes,UNK,0,,,4.2
5819,626938c276e83156d9c65e74,,Estonia,EE,2021-14,GISAID,4663,195,Yes,XD,0,195,0,4.2
5820,626938c276e83156d9c65e75,,Estonia,EE,2021-15,GISAID,3341,173,Yes,B.1.1.529,0,173,0,5.2
5821,626938c276e83156d9c65e76,,Estonia,EE,2021-15,GISAID,3341,173,Yes,B.1.617.2,0,173,0,5.2
5822,626938c276e83156d9c65e77,,Estonia,EE,2021-15,GISAID,3341,173,Yes,Other,173,173,100,5.2
5823,626938c276e83156d9c65e78,,Estonia,EE,2021-15,GISAID,3341,173,Yes,UNK,0,,,5.2
5824,626938c276e83156d9c65e79,,Estonia,EE,2021-15,GISAID,3341,173,Yes,XD,0,173,0,5.2
5825,626938c276e83156d9c65e7a,,Estonia,EE,2021-16,GISAID,2604,183,Yes,B.1.1.529,0,183,0,7
5826,626938c276e83156d9c65e7b,,Estonia,EE,2021-16,GISAID,2604,183,Yes,B.1.617.2,0,183,0,7
5827,626938c276e83156d9c65e7c,,Estonia,EE,2021-16,GISAID,2604,183,Yes,Other,183,183,100,7
5828,626938c276e83156d9c65e7d,,Estonia,EE,2021-16,GISAID,2604,183,Yes,UNK,0,,,7
5829,626938c276e83156d9c65e7e,,Estonia,EE,2021-16,GISAID,2604,183,Yes,XD,0,183,0,7
5830,626938c276e83156d9c65e7f,,Estonia,EE,2021-17,GISAID,2402,168,Yes,B.1.1.529,0,168,0,7
5831,626938c276e83156d9c65e80,,Estonia,EE,2021-17,GISAID,2402,168,Yes,B.1.617.2,0,168,0,7
5832,626938c276e83156d9c65e81,,Estonia,EE,2021-17,GISAID,2402,168,Yes,Other,168,168,100,7
