,_id,Country code,country,country_code,year_week,source,new_cases,number_sequenced,valid_denominator,variant,number_detections_variant,number_sequenced_known_variant,percent_variant,percent_cases_sequenced
0,626938c276e83156d9c647b9,,Austria,AT,2020-01,GISAID,0,0,Yes,B.1.1.529,0,0,,
1,626938c276e83156d9c647ba,,Austria,AT,2020-01,GISAID,0,0,Yes,B.1.617.2,0,0,,
2,626938c276e83156d9c647bb,,Austria,AT,2020-01,GISAID,0,0,Yes,Other,0,0,,
3,626938c276e83156d9c647bc,,Austria,AT,2020-01,GISAID,0,0,Yes,UNK,0,,,
4,626938c276e83156d9c647bd,,Austria,AT,2020-01,GISAID,0,0,Yes,XD,0,0,,
5,626938c276e83156d9c647be,,Austria,AT,2020-02,GISAID,0,0,Yes,B.1.1.529,0,0,,
6,626938c276e83156d9c647bf,,Austria,AT,2020-02,GISAID,0,0,Yes,B.1.617.2,0,0,,
7,626938c276e83156d9c647c0,,Austria,AT,2020-02,GISAID,0,0,Yes,Other,0,0,,
8,626938c276e83156d9c647c1,,Austria,AT,2020-02,GISAID,0,0,Yes,UNK,0,,,
9,626938c276e83156d9c647c2,,Austria,AT,2020-02,GISAID,0,0,Yes,XD,0,0,,
10,626938c276e83156d9c647c3,,Austria,AT,2020-03,GISAID,0,0,Yes,B.1.1.529,0,0,,
11,626938c276e83156d9c647c4,,Austria,AT,2020-03,GISAID,0,0,Yes,B.1.617.2,0,0,,
12,626938c276e83156d9c647c5,,Austria,AT,2020-03,GISAID,0,0,Yes,Other,0,0,,
13,626938c276e83156d9c647c6,,Austria,AT,2020-03,GISAID,0,0,Yes,UNK,0,,,
14,626938c276e83156d9c647c7,,Austria,AT,2020-03,GISAID,0,0,Yes,XD,0,0,,
15,626938c276e83156d9c647c8,,Austria,AT,2020-04,GISAID,0,0,Yes,B.1.1.529,0,0,,
16,626938c276e83156d9c647c9,,Austria,AT,2020-04,GISAID,0,0,Yes,B.1.617.2,0,0,,
17,626938c276e83156d9c647ca,,Austria,AT,2020-04,GISAID,0,0,Yes,Other,0,0,,
18,626938c276e83156d9c647cb,,Austria,AT,2020-04,GISAID,0,0,Yes,UNK,0,,,
19,626938c276e83156d9c647cc,,Austria,AT,2020-04,GISAID,0,0,Yes,XD,0,0,,
20,626938c276e83156d9c647cd,,Austria,AT,2020-05,GISAID,0,0,Yes,B.1.1.529,0,0,,
21,626938c276e83156d9c647ce,,Austria,AT,2020-05,GISAID,0,0,Yes,B.1.617.2,0,0,,
22,626938c276e83156d9c647cf,,Austria,AT,2020-05,GISAID,0,0,Yes,Other,0,0,,
23,626938c276e83156d9c647d0,,Austria,AT,2020-05,GISAID,0,0,Yes,UNK,0,,,
24,626938c276e83156d9c647d1,,Austria,AT,2020-05,GISAID,0,0,Yes,XD,0,0,,
25,626938c276e83156d9c647d2,,Austria,AT,2020-06,GISAID,0,0,Yes,B.1.1.529,0,0,,
26,626938c276e83156d9c647d3,,Austria,AT,2020-06,GISAID,0,0,Yes,B.1.617.2,0,0,,
27,626938c276e83156d9c647d4,,Austria,AT,2020-06,GISAID,0,0,Yes,Other,0,0,,
28,626938c276e83156d9c647d5,,Austria,AT,2020-06,GISAID,0,0,Yes,UNK,0,,,
29,626938c276e83156d9c647d6,,Austria,AT,2020-06,GISAID,0,0,Yes,XD,0,0,,
30,626938c276e83156d9c647d7,,Austria,AT,2020-07,GISAID,0,0,Yes,B.1.1.529,0,0,,
31,626938c276e83156d9c647d8,,Austria,AT,2020-07,GISAID,0,0,Yes,B.1.617.2,0,0,,
32,626938c276e83156d9c647d9,,Austria,AT,2020-07,GISAID,0,0,Yes,Other,0,0,,
33,626938c276e83156d9c647da,,Austria,AT,2020-07,GISAID,0,0,Yes,UNK,0,,,
34,626938c276e83156d9c647db,,Austria,AT,2020-07,GISAID,0,0,Yes,XD,0,0,,
35,626938c276e83156d9c647dc,,Austria,AT,2020-08,GISAID,0,0,Yes,B.1.1.529,0,0,,
36,626938c276e83156d9c647dd,,Austria,AT,2020-08,GISAID,0,0,Yes,B.1.617.2,0,0,,
37,626938c276e83156d9c647de,,Austria,AT,2020-08,GISAID,0,0,Yes,Other,0,0,,
38,626938c276e83156d9c647df,,Austria,AT,2020-08,GISAID,0,0,Yes,UNK,0,,,
39,626938c276e83156d9c647e0,,Austria,AT,2020-08,GISAID,0,0,Yes,XD,0,0,,
40,626938c276e83156d9c647e1,,Austria,AT,2020-09,GISAID,0,8,Yes,B.1.1.529,0,8,0,
41,626938c276e83156d9c647e2,,Austria,AT,2020-09,GISAID,0,8,Yes,B.1.617.2,0,8,0,
42,626938c276e83156d9c647e3,,Austria,AT,2020-09,GISAID,0,8,Yes,Other,8,8,100,
43,626938c276e83156d9c647e4,,Austria,AT,2020-09,GISAID,0,8,Yes,UNK,0,,,
44,626938c276e83156d9c647e5,,Austria,AT,2020-09,GISAID,0,8,Yes,XD,0,8,0,
45,626938c276e83156d9c647e6,,Austria,AT,2020-10,GISAID,114,58,Yes,B.1.1.529,0,58,0,50.9
46,626938c276e83156d9c647e7,,Austria,AT,2020-10,GISAID,114,58,Yes,B.1.617.2,0,58,0,50.9
47,626938c276e83156d9c647e8,,Austria,AT,2020-10,GISAID,114,58,Yes,Other,58,58,100,50.9
48,626938c276e83156d9c647e9,,Austria,AT,2020-10,GISAID,114,58,Yes,UNK,0,,,50.9
49,626938c276e83156d9c647ea,,Austria,AT,2020-10,GISAID,114,58,Yes,XD,0,58,0,50.9
50,626938c276e83156d9c647eb,,Austria,AT,2020-11,GISAID,873,119,Yes,B.1.1.529,0,119,0,13.6
51,626938c276e83156d9c647ec,,Austria,AT,2020-11,GISAID,873,119,Yes,B.1.617.2,0,119,0,13.6
52,626938c276e83156d9c647ed,,Austria,AT,2020-11,GISAID,873,119,Yes,Other,119,119,100,13.6
53,626938c276e83156d9c647ee,,Austria,AT,2020-11,GISAID,873,119,Yes,UNK,0,,,13.6
54,626938c276e83156d9c647ef,,Austria,AT,2020-11,GISAID,873,119,Yes,XD,0,119,0,13.6
55,626938c276e83156d9c647f0,,Austria,AT,2020-12,GISAID,3074,136,Yes,B.1.1.529,0,136,0,4.4
56,626938c276e83156d9c647f1,,Austria,AT,2020-12,GISAID,3074,136,Yes,B.1.617.2,0,136,0,4.4
57,626938c276e83156d9c647f2,,Austria,AT,2020-12,GISAID,3074,136,Yes,Other,136,136,100,4.4
58,626938c276e83156d9c647f3,,Austria,AT,2020-12,GISAID,3074,136,Yes,UNK,0,,,4.4
59,626938c276e83156d9c647f4,,Austria,AT,2020-12,GISAID,3074,136,Yes,XD,0,136,0,4.4
60,626938c276e83156d9c647f5,,Austria,AT,2020-13,GISAID,5191,161,Yes,B.1.1.529,0,161,0,3.1
61,626938c276e83156d9c647f6,,Austria,AT,2020-13,GISAID,5191,161,Yes,B.1.617.2,0,161,0,3.1
62,626938c276e83156d9c647f7,,Austria,AT,2020-13,GISAID,5191,161,Yes,Other,161,161,100,3.1
63,626938c276e83156d9c647f8,,Austria,AT,2020-13,GISAID,5191,161,Yes,UNK,0,,,3.1
64,626938c276e83156d9c647f9,,Austria,AT,2020-13,GISAID,5191,161,Yes,XD,0,161,0,3.1
65,626938c276e83156d9c647fa,,Austria,AT,2020-14,GISAID,3056,109,Yes,B.1.1.529,0,109,0,3.6
66,626938c276e83156d9c647fb,,Austria,AT,2020-14,GISAID,3056,109,Yes,B.1.617.2,0,109,0,3.6
67,626938c276e83156d9c647fc,,Austria,AT,2020-14,GISAID,3056,109,Yes,Other,109,109,100,3.6
68,626938c276e83156d9c647fd,,Austria,AT,2020-14,GISAID,3056,109,Yes,UNK,0,,,3.6
69,626938c276e83156d9c647fe,,Austria,AT,2020-14,GISAID,3056,109,Yes,XD,0,109,0,3.6
70,626938c276e83156d9c647ff,,Austria,AT,2020-15,GISAID,1832,56,Yes,B.1.1.529,0,56,0,3.1
71,626938c276e83156d9c64800,,Austria,AT,2020-15,GISAID,1832,56,Yes,B.1.617.2,0,56,0,3.1
72,626938c276e83156d9c64801,,Austria,AT,2020-15,GISAID,1832,56,Yes,Other,56,56,100,3.1
73,626938c276e83156d9c64802,,Austria,AT,2020-15,GISAID,1832,56,Yes,UNK,0,,,3.1
74,626938c276e83156d9c64803,,Austria,AT,2020-15,GISAID,1832,56,Yes,XD,0,56,0,3.1
75,626938c276e83156d9c64804,,Austria,AT,2020-16,GISAID,684,43,Yes,B.1.1.529,0,43,0,6.3
76,626938c276e83156d9c64805,,Austria,AT,2020-16,GISAID,684,43,Yes,B.1.617.2,0,43,0,6.3
77,626938c276e83156d9c64806,,Austria,AT,2020-16,GISAID,684,43,Yes,Other,43,43,100,6.3
78,626938c276e83156d9c64807,,Austria,AT,2020-16,GISAID,684,43,Yes,UNK,0,,,6.3
79,626938c276e83156d9c64808,,Austria,AT,2020-16,GISAID,684,43,Yes,XD,0,43,0,6.3
80,626938c276e83156d9c64809,,Austria,AT,2020-17,GISAID,447,27,Yes,B.1.1.529,0,27,0,6
81,626938c276e83156d9c6480a,,Austria,AT,2020-17,GISAID,447,27,Yes,B.1.617.2,0,27,0,6
82,626938c276e83156d9c6480b,,Austria,AT,2020-17,GISAID,447,27,Yes,Other,27,27,100,6
83,626938c276e83156d9c6480c,,Austria,AT,2020-17,GISAID,447,27,Yes,UNK,0,,,6
84,626938c276e83156d9c6480d,,Austria,AT,2020-17,GISAID,447,27,Yes,XD,0,27,0,6
85,626938c276e83156d9c6480e,,Austria,AT,2020-18,GISAID,311,22,Yes,B.1.1.529,0,22,0,7.1
86,626938c276e83156d9c6480f,,Austria,AT,2020-18,GISAID,311,22,Yes,B.1.617.2,0,22,0,7.1
87,626938c276e83156d9c64810,,Austria,AT,2020-18,GISAID,311,22,Yes,Other,22,22,100,7.1
88,626938c276e83156d9c64811,,Austria,AT,2020-18,GISAID,311,22,Yes,UNK,0,,,7.1
89,626938c276e83156d9c64812,,Austria,AT,2020-18,GISAID,311,22,Yes,XD,0,22,0,7.1
90,626938c276e83156d9c64813,,Austria,AT,2020-19,GISAID,263,18,Yes,B.1.1.529,0,18,0,6.8
91,626938c276e83156d9c64814,,Austria,AT,2020-19,GISAID,263,18,Yes,B.1.617.2,0,18,0,6.8
92,626938c276e83156d9c64815,,Austria,AT,2020-19,GISAID,263,18,Yes,Other,18,18,100,6.8
93,626938c276e83156d9c64816,,Austria,AT,2020-19,GISAID,263,18,Yes,UNK,0,,,6.8
94,626938c276e83156d9c64817,,Austria,AT,2020-19,GISAID,263,18,Yes,XD,0,18,0,6.8
95,626938c276e83156d9c64818,,Austria,AT,2020-20,GISAID,332,31,Yes,B.1.1.529,0,31,0,9.3
96,626938c276e83156d9c64819,,Austria,AT,2020-20,GISAID,332,31,Yes,B.1.617.2,0,31,0,9.3
97,626938c276e83156d9c6481a,,Austria,AT,2020-20,GISAID,332,31,Yes,Other,31,31,100,9.3
98,626938c276e83156d9c6481b,,Austria,AT,2020-20,GISAID,332,31,Yes,UNK,0,,,9.3
99,626938c276e83156d9c6481c,,Austria,AT,2020-20,GISAID,332,31,Yes,XD,0,31,0,9.3
100,626938c276e83156d9c6481d,,Austria,AT,2020-21,GISAID,263,14,Yes,B.1.1.529,0,14,0,5.3
101,626938c276e83156d9c6481e,,Austria,AT,2020-21,GISAID,263,14,Yes,B.1.617.2,0,14,0,5.3
102,626938c276e83156d9c6481f,,Austria,AT,2020-21,GISAID,263,14,Yes,Other,14,14,100,5.3
103,626938c276e83156d9c64820,,Austria,AT,2020-21,GISAID,263,14,Yes,UNK,0,,,5.3
104,626938c276e83156d9c64821,,Austria,AT,2020-21,GISAID,263,14,Yes,XD,0,14,0,5.3
105,626938c276e83156d9c64822,,Austria,AT,2020-22,GISAID,195,0,Yes,B.1.1.529,0,0,,0
106,626938c276e83156d9c64823,,Austria,AT,2020-22,GISAID,195,0,Yes,B.1.617.2,0,0,,0
107,626938c276e83156d9c64824,,Austria,AT,2020-22,GISAID,195,0,Yes,Other,0,0,,0
108,626938c276e83156d9c64825,,Austria,AT,2020-22,GISAID,195,0,Yes,UNK,0,,,0
109,626938c276e83156d9c64826,,Austria,AT,2020-22,GISAID,195,0,Yes,XD,0,0,,0
110,626938c276e83156d9c64827,,Austria,AT,2020-23,GISAID,228,7,Yes,B.1.1.529,0,7,0,3.1
111,626938c276e83156d9c64828,,Austria,AT,2020-23,GISAID,228,7,Yes,B.1.617.2,0,7,0,3.1
112,626938c276e83156d9c64829,,Austria,AT,2020-23,GISAID,228,7,Yes,Other,7,7,100,3.1
113,626938c276e83156d9c6482a,,Austria,AT,2020-23,GISAID,228,7,Yes,UNK,0,,,3.1
114,626938c276e83156d9c6482b,,Austria,AT,2020-23,GISAID,228,7,Yes,XD,0,7,0,3.1
115,626938c276e83156d9c6482c,,Austria,AT,2020-24,GISAID,172,3,Yes,B.1.1.529,0,3,0,1.7
116,626938c276e83156d9c6482d,,Austria,AT,2020-24,GISAID,172,3,Yes,B.1.617.2,0,3,0,1.7
117,626938c276e83156d9c6482e,,Austria,AT,2020-24,GISAID,172,3,Yes,Other,3,3,100,1.7
118,626938c276e83156d9c6482f,,Austria,AT,2020-24,GISAID,172,3,Yes,UNK,0,,,1.7
119,626938c276e83156d9c64830,,Austria,AT,2020-24,GISAID,172,3,Yes,XD,0,3,0,1.7
120,626938c276e83156d9c64831,,Austria,AT,2020-25,GISAID,248,4,Yes,B.1.1.529,0,4,0,1.6
121,626938c276e83156d9c64832,,Austria,AT,2020-25,GISAID,248,4,Yes,B.1.617.2,0,4,0,1.6
122,626938c276e83156d9c64833,,Austria,AT,2020-25,GISAID,248,4,Yes,Other,4,4,100,1.6
123,626938c276e83156d9c64834,,Austria,AT,2020-25,GISAID,248,4,Yes,UNK,0,,,1.6
124,626938c276e83156d9c64835,,Austria,AT,2020-25,GISAID,248,4,Yes,XD,0,4,0,1.6
125,626938c276e83156d9c64836,,Austria,AT,2020-26,GISAID,334,1,Yes,B.1.1.529,0,0,,0.3
126,626938c276e83156d9c64837,,Austria,AT,2020-26,GISAID,334,1,Yes,B.1.617.2,0,0,,0.3
127,626938c276e83156d9c64838,,Austria,AT,2020-26,GISAID,334,1,Yes,Other,0,0,,0.3
128,626938c276e83156d9c64839,,Austria,AT,2020-26,GISAID,334,1,Yes,UNK,0,,,0.3
129,626938c276e83156d9c6483a,,Austria,AT,2020-26,GISAID,334,1,Yes,XD,0,0,,0.3
130,626938c276e83156d9c6483b,,Austria,AT,2020-27,GISAID,641,2,Yes,B.1.1.529,0,2,0,0.3
131,626938c276e83156d9c6483c,,Austria,AT,2020-27,GISAID,641,2,Yes,B.1.617.2,0,2,0,0.3
132,626938c276e83156d9c6483d,,Austria,AT,2020-27,GISAID,641,2,Yes,Other,2,2,100,0.3
133,626938c276e83156d9c6483e,,Austria,AT,2020-27,GISAID,641,2,Yes,UNK,0,,,0.3
134,626938c276e83156d9c6483f,,Austria,AT,2020-27,GISAID,641,2,Yes,XD,0,2,0,0.3
135,626938c276e83156d9c64840,,Austria,AT,2020-28,GISAID,596,4,Yes,B.1.1.529,0,4,0,0.7
136,626938c276e83156d9c64841,,Austria,AT,2020-28,GISAID,596,4,Yes,B.1.617.2,0,4,0,0.7
137,626938c276e83156d9c64842,,Austria,AT,2020-28,GISAID,596,4,Yes,Other,4,4,100,0.7
138,626938c276e83156d9c64843,,Austria,AT,2020-28,GISAID,596,4,Yes,UNK,0,,,0.7
139,626938c276e83156d9c64844,,Austria,AT,2020-28,GISAID,596,4,Yes,XD,0,4,0,0.7
140,626938c276e83156d9c64845,,Austria,AT,2020-29,GISAID,784,10,Yes,B.1.1.529,0,10,0,1.3
141,626938c276e83156d9c64846,,Austria,AT,2020-29,GISAID,784,10,Yes,B.1.617.2,0,10,0,1.3
142,626938c276e83156d9c64847,,Austria,AT,2020-29,GISAID,784,10,Yes,Other,10,10,100,1.3
143,626938c276e83156d9c64848,,Austria,AT,2020-29,GISAID,784,10,Yes,UNK,0,,,1.3
144,626938c276e83156d9c64849,,Austria,AT,2020-29,GISAID,784,10,Yes,XD,0,10,0,1.3
145,626938c276e83156d9c6484a,,Austria,AT,2020-30,GISAID,872,9,Yes,B.1.1.529,0,9,0,1
146,626938c276e83156d9c6484b,,Austria,AT,2020-30,GISAID,872,9,Yes,B.1.617.2,0,9,0,1
147,626938c276e83156d9c6484c,,Austria,AT,2020-30,GISAID,872,9,Yes,Other,9,9,100,1
148,626938c276e83156d9c6484d,,Austria,AT,2020-30,GISAID,872,9,Yes,UNK,0,,,1
149,626938c276e83156d9c6484e,,Austria,AT,2020-30,GISAID,872,9,Yes,XD,0,9,0,1
150,626938c276e83156d9c6484f,,Austria,AT,2020-31,GISAID,796,3,Yes,B.1.1.529,0,3,0,0.4
151,626938c276e83156d9c64850,,Austria,AT,2020-31,GISAID,796,3,Yes,B.1.617.2,0,3,0,0.4
152,626938c276e83156d9c64851,,Austria,AT,2020-31,GISAID,796,3,Yes,Other,3,3,100,0.4
153,626938c276e83156d9c64852,,Austria,AT,2020-31,GISAID,796,3,Yes,UNK,0,,,0.4
154,626938c276e83156d9c64853,,Austria,AT,2020-31,GISAID,796,3,Yes,XD,0,3,0,0.4
155,626938c276e83156d9c64854,,Austria,AT,2020-32,GISAID,720,10,Yes,B.1.1.529,0,10,0,1.4
156,626938c276e83156d9c64855,,Austria,AT,2020-32,GISAID,720,10,Yes,B.1.617.2,0,10,0,1.4
157,626938c276e83156d9c64856,,Austria,AT,2020-32,GISAID,720,10,Yes,Other,10,10,100,1.4
158,626938c276e83156d9c64857,,Austria,AT,2020-32,GISAID,720,10,Yes,UNK,0,,,1.4
159,626938c276e83156d9c64858,,Austria,AT,2020-32,GISAID,720,10,Yes,XD,0,10,0,1.4
160,626938c276e83156d9c64859,,Austria,AT,2020-33,GISAID,1460,12,Yes,B.1.1.529,0,12,0,0.8
161,626938c276e83156d9c6485a,,Austria,AT,2020-33,GISAID,1460,12,Yes,B.1.617.2,0,12,0,0.8
162,626938c276e83156d9c6485b,,Austria,AT,2020-33,GISAID,1460,12,Yes,Other,12,12,100,0.8
163,626938c276e83156d9c6485c,,Austria,AT,2020-33,GISAID,1460,12,Yes,UNK,0,,,0.8
164,626938c276e83156d9c6485d,,Austria,AT,2020-33,GISAID,1460,12,Yes,XD,0,12,0,0.8
165,626938c276e83156d9c6485e,,Austria,AT,2020-34,GISAID,1913,15,Yes,B.1.1.529,0,15,0,0.8
166,626938c276e83156d9c6485f,,Austria,AT,2020-34,GISAID,1913,15,Yes,B.1.617.2,0,15,0,0.8
167,626938c276e83156d9c64860,,Austria,AT,2020-34,GISAID,1913,15,Yes,Other,15,15,100,0.8
168,626938c276e83156d9c64861,,Austria,AT,2020-34,GISAID,1913,15,Yes,UNK,0,,,0.8
169,626938c276e83156d9c64862,,Austria,AT,2020-34,GISAID,1913,15,Yes,XD,0,15,0,0.8
170,626938c276e83156d9c64863,,Austria,AT,2020-35,GISAID,1943,30,Yes,B.1.1.529,0,30,0,1.5
171,626938c276e83156d9c64864,,Austria,AT,2020-35,GISAID,1943,30,Yes,B.1.617.2,0,30,0,1.5
172,626938c276e83156d9c64865,,Austria,AT,2020-35,GISAID,1943,30,Yes,Other,30,30,100,1.5
173,626938c276e83156d9c64866,,Austria,AT,2020-35,GISAID,1943,30,Yes,UNK,0,,,1.5
174,626938c276e83156d9c64867,,Austria,AT,2020-35,GISAID,1943,30,Yes,XD,0,30,0,1.5
175,626938c276e83156d9c64868,,Austria,AT,2020-36,GISAID,2266,19,Yes,B.1.1.529,0,19,0,0.8
176,626938c276e83156d9c64869,,Austria,AT,2020-36,GISAID,2266,19,Yes,B.1.617.2,0,19,0,0.8
177,626938c276e83156d9c6486a,,Austria,AT,2020-36,GISAID,2266,19,Yes,Other,19,19,100,0.8
178,626938c276e83156d9c6486b,,Austria,AT,2020-36,GISAID,2266,19,Yes,UNK,0,,,0.8
179,626938c276e83156d9c6486c,,Austria,AT,2020-36,GISAID,2266,19,Yes,XD,0,19,0,0.8
180,626938c276e83156d9c6486d,,Austria,AT,2020-37,GISAID,3996,19,Yes,B.1.1.529,0,19,0,0.5
181,626938c276e83156d9c6486e,,Austria,AT,2020-37,GISAID,3996,19,Yes,B.1.617.2,0,19,0,0.5
182,626938c276e83156d9c6486f,,Austria,AT,2020-37,GISAID,3996,19,Yes,Other,19,19,100,0.5
183,626938c276e83156d9c64870,,Austria,AT,2020-37,GISAID,3996,19,Yes,UNK,0,,,0.5
184,626938c276e83156d9c64871,,Austria,AT,2020-37,GISAID,3996,19,Yes,XD,0,19,0,0.5
185,626938c276e83156d9c64872,,Austria,AT,2020-38,GISAID,5215,18,Yes,B.1.1.529,0,18,0,0.3
186,626938c276e83156d9c64873,,Austria,AT,2020-38,GISAID,5215,18,Yes,B.1.617.2,0,18,0,0.3
187,626938c276e83156d9c64874,,Austria,AT,2020-38,GISAID,5215,18,Yes,Other,18,18,100,0.3
188,626938c276e83156d9c64875,,Austria,AT,2020-38,GISAID,5215,18,Yes,UNK,0,,,0.3
189,626938c276e83156d9c64876,,Austria,AT,2020-38,GISAID,5215,18,Yes,XD,0,18,0,0.3
190,626938c276e83156d9c64877,,Austria,AT,2020-39,GISAID,4661,23,Yes,B.1.1.529,0,23,0,0.5
191,626938c276e83156d9c64878,,Austria,AT,2020-39,GISAID,4661,23,Yes,B.1.617.2,0,23,0,0.5
192,626938c276e83156d9c64879,,Austria,AT,2020-39,GISAID,4661,23,Yes,Other,23,23,100,0.5
193,626938c276e83156d9c6487a,,Austria,AT,2020-39,GISAID,4661,23,Yes,UNK,0,,,0.5
194,626938c276e83156d9c6487b,,Austria,AT,2020-39,GISAID,4661,23,Yes,XD,0,23,0,0.5
195,626938c276e83156d9c6487c,,Austria,AT,2020-40,GISAID,5611,6,Yes,B.1.1.529,0,6,0,0.1
196,626938c276e83156d9c6487d,,Austria,AT,2020-40,GISAID,5611,6,Yes,B.1.617.2,0,6,0,0.1
197,626938c276e83156d9c6487e,,Austria,AT,2020-40,GISAID,5611,6,Yes,Other,6,6,100,0.1
198,626938c276e83156d9c6487f,,Austria,AT,2020-40,GISAID,5611,6,Yes,UNK,0,,,0.1
199,626938c276e83156d9c64880,,Austria,AT,2020-40,GISAID,5611,6,Yes,XD,0,6,0,0.1
200,626938c276e83156d9c64881,,Austria,AT,2020-41,GISAID,7492,27,Yes,B.1.1.529,0,27,0,0.4
201,626938c276e83156d9c64882,,Austria,AT,2020-41,GISAID,7492,27,Yes,B.1.617.2,0,27,0,0.4
202,626938c276e83156d9c64883,,Austria,AT,2020-41,GISAID,7492,27,Yes,Other,27,27,100,0.4
203,626938c276e83156d9c64884,,Austria,AT,2020-41,GISAID,7492,27,Yes,UNK,0,,,0.4
204,626938c276e83156d9c64885,,Austria,AT,2020-41,GISAID,7492,27,Yes,XD,0,27,0,0.4
205,626938c276e83156d9c64886,,Austria,AT,2020-42,GISAID,9900,45,Yes,B.1.1.529,0,44,0,0.5
206,626938c276e83156d9c64887,,Austria,AT,2020-42,GISAID,9900,45,Yes,B.1.617.2,0,44,0,0.5
207,626938c276e83156d9c64888,,Austria,AT,2020-42,GISAID,9900,45,Yes,Other,44,44,100,0.5
208,626938c276e83156d9c64889,,Austria,AT,2020-42,GISAID,9900,45,Yes,UNK,0,,,0.5
209,626938c276e83156d9c6488a,,Austria,AT,2020-42,GISAID,9900,45,Yes,XD,0,44,0,0.5
210,626938c276e83156d9c6488b,,Austria,AT,2020-43,GISAID,18300,45,Yes,B.1.1.529,0,45,0,0.2
211,626938c276e83156d9c6488c,,Austria,AT,2020-43,GISAID,18300,45,Yes,B.1.617.2,0,45,0,0.2
212,626938c276e83156d9c6488d,,Austria,AT,2020-43,GISAID,18300,45,Yes,Other,45,45,100,0.2
213,626938c276e83156d9c6488e,,Austria,AT,2020-43,GISAID,18300,45,Yes,UNK,0,,,0.2
214,626938c276e83156d9c6488f,,Austria,AT,2020-43,GISAID,18300,45,Yes,XD,0,45,0,0.2
215,626938c276e83156d9c64890,,Austria,AT,2020-44,GISAID,31655,62,Yes,B.1.1.529,0,62,0,0.2
216,626938c276e83156d9c64891,,Austria,AT,2020-44,GISAID,31655,62,Yes,B.1.617.2,0,62,0,0.2
217,626938c276e83156d9c64892,,Austria,AT,2020-44,GISAID,31655,62,Yes,Other,62,62,100,0.2
218,626938c276e83156d9c64893,,Austria,AT,2020-44,GISAID,31655,62,Yes,UNK,0,,,0.2
219,626938c276e83156d9c64894,,Austria,AT,2020-44,GISAID,31655,62,Yes,XD,0,62,0,0.2
220,626938c276e83156d9c64895,,Austria,AT,2020-45,GISAID,44777,136,Yes,B.1.1.529,0,135,0,0.3
221,626938c276e83156d9c64896,,Austria,AT,2020-45,GISAID,44777,136,Yes,B.1.617.2,0,135,0,0.3
222,626938c276e83156d9c64897,,Austria,AT,2020-45,GISAID,44777,136,Yes,Other,135,135,100,0.3
223,626938c276e83156d9c64898,,Austria,AT,2020-45,GISAID,44777,136,Yes,UNK,0,,,0.3
224,626938c276e83156d9c64899,,Austria,AT,2020-45,GISAID,44777,136,Yes,XD,0,135,0,0.3
225,626938c276e83156d9c6489a,,Austria,AT,2020-46,GISAID,47844,160,Yes,B.1.1.529,0,159,0,0.3
226,626938c276e83156d9c6489b,,Austria,AT,2020-46,GISAID,47844,160,Yes,B.1.617.2,0,159,0,0.3
227,626938c276e83156d9c6489c,,Austria,AT,2020-46,GISAID,47844,160,Yes,Other,159,159,100,0.3
228,626938c276e83156d9c6489d,,Austria,AT,2020-46,GISAID,47844,160,Yes,UNK,0,,,0.3
229,626938c276e83156d9c6489e,,Austria,AT,2020-46,GISAID,47844,160,Yes,XD,0,159,0,0.3
230,626938c276e83156d9c6489f,,Austria,AT,2020-47,GISAID,40694,38,Yes,B.1.1.529,0,35,0,0.1
231,626938c276e83156d9c648a0,,Austria,AT,2020-47,GISAID,40694,38,Yes,B.1.617.2,0,35,0,0.1
232,626938c276e83156d9c648a1,,Austria,AT,2020-47,GISAID,40694,38,Yes,Other,35,35,100,0.1
233,626938c276e83156d9c648a2,,Austria,AT,2020-47,GISAID,40694,38,Yes,UNK,0,,,0.1
234,626938c276e83156d9c648a3,,Austria,AT,2020-47,GISAID,40694,38,Yes,XD,0,35,0,0.1
235,626938c276e83156d9c648a4,,Austria,AT,2020-48,GISAID,31125,102,Yes,B.1.1.529,0,101,0,0.3
236,626938c276e83156d9c648a5,,Austria,AT,2020-48,GISAID,31125,102,Yes,B.1.617.2,0,101,0,0.3
237,626938c276e83156d9c648a6,,Austria,AT,2020-48,GISAID,31125,102,Yes,Other,101,101,100,0.3
238,626938c276e83156d9c648a7,,Austria,AT,2020-48,GISAID,31125,102,Yes,UNK,0,,,0.3
239,626938c276e83156d9c648a8,,Austria,AT,2020-48,GISAID,31125,102,Yes,XD,0,101,0,0.3
240,626938c276e83156d9c648a9,,Austria,AT,2020-49,GISAID,23060,74,Yes,B.1.1.529,0,50,0,0.3
241,626938c276e83156d9c648aa,,Austria,AT,2020-49,GISAID,23060,74,Yes,B.1.617.2,0,50,0,0.3
242,626938c276e83156d9c648ab,,Austria,AT,2020-49,GISAID,23060,74,Yes,Other,50,50,100,0.3
243,626938c276e83156d9c648ac,,Austria,AT,2020-49,GISAID,23060,74,Yes,UNK,0,,,0.3
244,626938c276e83156d9c648ad,,Austria,AT,2020-49,GISAID,23060,74,Yes,XD,0,50,0,0.3
245,626938c276e83156d9c648ae,,Austria,AT,2020-50,GISAID,18691,18,Yes,B.1.1.529,0,14,0,0.1
246,626938c276e83156d9c648af,,Austria,AT,2020-50,GISAID,18691,18,Yes,B.1.617.2,0,14,0,0.1
247,626938c276e83156d9c648b0,,Austria,AT,2020-50,GISAID,18691,18,Yes,Other,14,14,100,0.1
